method,p_order_mean,p_order_median,p_order_std,q_order_mean,q_order_median,q_order_std,mean_time,median_time,sd_time,n_models_tested_mean,n_models_tested_median,n_models_tested_std
grid_search,2.642,2.0,1.9543939356372497,5.926,6.0,0.8204859518585292,128.81771,124.32499999999999,12.772364367941044,64.0,64.0,0.0
stepwise,2.453,2.0,1.2252723339291938,2.142,1.0,1.7991867810411084,23.913270000000008,19.0299999999995,12.365336661727303,15.389,13.0,5.709490106592471
