method  , sim_id, p, q  , time               , n_models, aic               , bic
stepwise,    633, 1, 4.0, 12.816020011901855 ,     14.0, 5510.511194328556 , 5544.86548128143
stepwise,    634, 1, 4.0, 16.848495960235596 ,     16.0, 5342.445636081068 , 5376.799923033943
stepwise,    635, 1, 5.0, 14.633162021636963 ,     16.0, 5557.222005337309 , 5596.484047569166
stepwise,    636, 1, 5.0, 14.15884017944336  ,     16.0, 5491.32931689515  , 5530.591359127007
stepwise,    637, 2, 4.0, 15.036779880523682 ,     13.0, 6002.905774236724 , 6042.167816468581
stepwise,    638, 1, 4.0, 12.11276388168335  ,     14.0, 5587.747724616147 , 5622.102011569022
stepwise,    639, 1, 4.0, 12.894423007965088 ,     13.0, 5368.9851684832165, 5403.339455436091
stepwise,    640, 1, 5.0, 17.015980005264282 ,     17.0, 5545.691701638149 , 5584.953743870006
stepwise,    641, 1, 4.0, 12.51378583908081  ,     14.0, 5301.114727152247 , 5335.4690141051215
stepwise,    642, 1, 4.0, 11.421879053115845 ,     14.0, 5563.390461771275 , 5597.74474872415
stepwise,    643, 1, 5.0, 13.849202871322632 ,     17.0, 5586.988277905045 , 5626.250320136902
stepwise,    644, 1, 5.0, 16.191776037216187 ,     17.0, 5638.498663761796 , 5677.760705993653
stepwise,    645, 1, 5.0, 16.21966290473938  ,     17.0, 5489.958427768855 , 5529.220470000711
stepwise,    646, 1, 7.0, 17.64350700378418  ,     18.0, 5523.654614939296 , 5572.7321677291175
stepwise,    647, 1, 5.0, 14.282948017120361 ,     16.0, 5728.6643644790365, 5767.926406710893
stepwise,    648, 1, 4.0, 13.344030857086182 ,     14.0, 5387.703707696373 , 5422.057994649248
stepwise,    649, 1, 4.0, 14.126388788223267 ,     14.0, 5655.578634464193 , 5689.9329214170675
stepwise,    650, 2, 4.0, 19.448482036590576 ,     19.0, 5469.864074603171 , 5509.1261168350275
stepwise,    651, 1, 5.0, 18.583938121795654 ,     16.0, 5641.740628235194 , 5681.002670467051
stepwise,    652, 2, 5.0, 21.097377061843872 ,     18.0, 5642.957258558574 , 5687.127056069413
stepwise,    653, 1, 6.0, 18.800511121749878 ,     18.0, 5572.824744686779 , 5616.994542197618
stepwise,    654, 1, 4.0, 15.48306918144226  ,     14.0, 5700.1614429587235, 5734.515729911598
stepwise,    655, 1, 4.0, 13.77167010307312  ,     14.0, 5429.829503752472 , 5464.183790705347
stepwise,    656, 1, 4.0, 13.471966028213501 ,     14.0, 5663.92860364058  , 5698.282890593455
stepwise,    657, 1, 5.0, 17.34747815132141  ,     15.0, 5564.312513228019 , 5603.574555459876
stepwise,    658, 1, 5.0, 15.215880870819092 ,     17.0, 5728.250927168071 , 5767.512969399928
stepwise,    659, 1, 5.0, 15.188759088516235 ,     16.0, 5535.158739568502 , 5574.420781800359
stepwise,    660, 2, 0.0, 10.051139116287231 ,     12.0, 5620.360432390628 , 5639.991453506557
stepwise,    661, 1, 6.0, 19.695770978927612 ,     20.0, 5469.467956098168 , 5513.637753609007
stepwise,    662, 1, 5.0, 16.12420392036438  ,     17.0, 5577.358011859611 , 5616.620054091468
stepwise,    663, 1, 5.0, 15.695513010025024 ,     16.0, 5688.072103527826 , 5727.3341457596825
stepwise,    664, 1, 5.0, 14.337995052337646 ,     16.0, 5597.098441010895 , 5636.360483242752
stepwise,    665, 1, 5.0, 15.091236114501953 ,     17.0, 5632.461472584637 , 5671.723514816494
stepwise,    666, 1, 4.0, 13.429250001907349 ,     14.0, 5588.530189609642 , 5622.884476562516
stepwise,    667, 1, 4.0, 13.07762098312378  ,     14.0, 5693.661038430066 , 5728.01532538294
stepwise,    668, 2, 0.0, 10.12417197227478  ,     11.0, 5918.4411521609145, 5938.072173276843
stepwise,    669, 1, 5.0, 14.170500993728638 ,     16.0, 5857.500683874614 , 5896.762726106471
stepwise,    670, 1, 5.0, 14.967820167541504 ,     16.0, 5475.359785266502 , 5514.6218274983585
stepwise,    671, 2, 4.0, 18.011055946350098 ,     18.0, 5548.046591884465 , 5587.308634116322
stepwise,    672, 1, 4.0, 11.618693113327026 ,     14.0, 5689.786661713205 , 5724.14094866608
stepwise,    673, 1, 4.0, 13.2467200756073   ,     14.0, 5597.22116413639  , 5631.575451089265
stepwise,    674, 1, 4.0, 13.328341007232666 ,     14.0, 5632.236505710055 , 5666.59079266293
stepwise,    675, 1, 4.0, 11.752608060836792 ,     14.0, 5805.635469572137 , 5839.989756525011
stepwise,    676, 2, 3.0, 13.246159791946411 ,     11.0, 5498.452162660578 , 5532.806449613453
stepwise,    677, 1, 5.0, 14.554907083511353 ,     16.0, 5561.681069928739 , 5600.943112160596
stepwise,    678, 1, 4.0, 14.207355976104736 ,     15.0, 5379.29417224523  , 5413.648459198104
stepwise,    679, 1, 5.0, 16.55423593521118  ,     16.0, 5399.97605811815  , 5439.238100350007
stepwise,    680, 1, 4.0, 14.892636775970459 ,     14.0, 5620.684241339549 , 5655.0385282924235
stepwise,    681, 1, 5.0, 16.200658798217773 ,     16.0, 5576.887841837989 , 5616.149884069846
stepwise,    682, 1, 1.0,  7.62819504737854  ,      8.0, 5656.4683005658735, 5676.099321681802
stepwise,    683, 1, 6.0, 18.45935297012329  ,     18.0, 5547.741657355168 , 5591.911454866007
stepwise,    684, 1, 5.0, 17.22702693939209  ,     17.0, 5484.132071326864 , 5523.394113558721
stepwise,    685, 1, 4.0, 12.352404117584229 ,     14.0, 5569.251197425314 , 5603.6054843781885
stepwise,    686, 2, 2.0,  9.9305579662323   ,     10.0, 5677.930510371321 , 5707.377042045214
stepwise,    687, 1, 5.0, 15.557934999465942 ,     16.0, 5570.248840741653 , 5609.51088297351
stepwise,    688, 1, 4.0, 13.445042133331299 ,     14.0, 5695.185961390903 , 5729.540248343777
stepwise,    689, 1, 4.0, 18.556856155395508 ,     14.0, 5711.890014396186 , 5746.244301349061
stepwise,    690, 1, 4.0, 12.70023798942566  ,     14.0, 5741.926628868394 , 5776.2809158212685
stepwise,    691, 1, 4.0, 14.03635287284851  ,     14.0, 5494.10874167213  , 5528.463028625005
stepwise,    692, 1, 4.0, 13.005125999450684 ,     14.0, 5588.446339152682 , 5622.800626105557
stepwise,    693, 1, 4.0, 12.295804977416992 ,     14.0, 5535.9906292514415, 5570.344916204316
stepwise,    694, 1, 7.0, 15.883939027786255 ,     17.0, 5774.9802084008825, 5824.057761190704
stepwise,    695, 2, 5.0, 20.305776834487915 ,     18.0, 5562.336990756273 , 5606.506788267112
stepwise,    696, 1, 4.0, 14.276682138442993 ,     14.0, 5539.604816466123 , 5573.959103418998
stepwise,    697, 1, 4.0, 13.769299030303955 ,     14.0, 5638.441069340555 , 5672.79535629343
stepwise,    698, 2, 5.0, 18.305742979049683 ,     17.0, 5513.4242551398565, 5557.594052650696
stepwise,    699, 1, 5.0, 14.867707967758179 ,     16.0, 5798.182679087656 , 5837.444721319513
stepwise,    700, 1, 5.0, 13.157325983047485 ,     16.0, 5634.401227172839 , 5673.663269404696
stepwise,    701, 1, 4.0, 12.978075981140137 ,     14.0, 5704.640425412275 , 5738.99471236515
stepwise,    702, 1, 5.0, 13.77021598815918  ,     16.0, 5632.803237890944 , 5672.065280122801
stepwise,    703, 2, 5.0, 17.99456000328064  ,     18.0, 5724.2752025309055, 5768.445000041745
stepwise,    704, 1, 5.0, 12.90729308128357  ,     16.0, 5530.369176147667 , 5569.6312183795235
stepwise,    705, 2, 5.0, 18.24661612510681  ,     18.0, 5487.390919378227 , 5531.5607168890665
stepwise,    706, 1, 5.0, 14.894811153411865 ,     16.0, 5496.869195564513 , 5536.1312377963695
stepwise,    707, 1, 4.0, 12.511615991592407 ,     14.0, 5637.606435031587 , 5671.960721984462
stepwise,    708, 1, 5.0, 13.5803861618042   ,     16.0, 5650.502576552549 , 5689.764618784406
stepwise,    709, 1, 2.0,  8.245918035507202 ,     10.0, 5624.747734551972 , 5649.286510946883
stepwise,    710, 1, 4.0, 12.567231178283691 ,     14.0, 5694.307375836333 , 5728.661662789208
stepwise,    711, 1, 4.0, 12.656148910522461 ,     13.0, 5452.692806742617 , 5487.047093695492
stepwise,    712, 1, 1.0,  9.054526805877686 ,     11.0, 5666.274511579272 , 5685.905532695201
stepwise,    713, 1, 6.0, 18.401636123657227 ,     19.0, 5548.821844689737 , 5592.991642200576
stepwise,    714, 1, 5.0, 17.81278896331787  ,     16.0, 5548.362461445009 , 5587.624503676866
stepwise,    715, 2, 5.0, 18.33877396583557  ,     18.0, 5597.168625724188 , 5641.338423235027
stepwise,    716, 1, 5.0, 14.401637077331543 ,     16.0, 5764.871219061399 , 5804.133261293256
stepwise,    717, 2, 4.0, 17.544785976409912 ,     18.0, 5584.319816997365 , 5623.581859229222
stepwise,    718, 2, 4.0, 19.28122591972351  ,     18.0, 5420.873058906706 , 5460.135101138563
stepwise,    719, 1, 4.0, 12.147730827331543 ,     14.0, 5800.616716823696 , 5834.971003776571
stepwise,    720, 1, 5.0, 16.226157903671265 ,     17.0, 5438.595577065062 , 5477.8576192969185
stepwise,    721, 1, 5.0, 13.907624959945679 ,     16.0, 5433.3212440986845, 5472.583286330541
stepwise,    722, 2, 0.0,  9.694105863571167 ,     11.0, 5744.662148532396 , 5764.293169648325
stepwise,    723, 1, 5.0, 16.827759981155396 ,     15.0, 5400.093295841343 , 5439.3553380732
stepwise,    724, 1, 5.0, 16.122159004211426 ,     17.0, 5608.777723861809 , 5648.039766093666
stepwise,    725, 1, 5.0, 14.834296941757202 ,     16.0, 5546.099864722845 , 5585.361906954702
stepwise,    726, 1, 5.0, 15.925192832946777 ,     16.0, 5508.602614177877 , 5547.8646564097335
stepwise,    727, 2, 4.0, 19.985642910003662 ,     19.0, 5479.378487390726 , 5518.640529622583
stepwise,    728, 1, 5.0, 14.162153959274292 ,     16.0, 5513.801049263021 , 5553.063091494878
stepwise,    729, 1, 4.0, 11.28989291191101  ,     14.0, 5616.983793490671 , 5651.338080443546
stepwise,    730, 1, 4.0, 11.785883903503418 ,     14.0, 5621.565399452681 , 5655.919686405556
stepwise,    731, 2, 6.0, 21.952773809432983 ,     21.0, 5503.094652938444 , 5552.172205728265
stepwise,    732, 1, 4.0, 12.994891881942749 ,     14.0, 5620.977732319818 , 5655.332019272692
stepwise,    733, 1, 5.0, 15.35423493385315  ,     16.0, 5527.829690602154 , 5567.091732834011
stepwise,    734, 1, 5.0, 16.285917043685913 ,     17.0, 5611.733863672225 , 5650.995905904082
stepwise,    735, 1, 6.0, 16.564658880233765 ,     18.0, 5431.979954323898 , 5476.149751834737
stepwise,    736, 1, 4.0, 12.627044916152954 ,     14.0, 5375.912860592463 , 5410.267147545338
stepwise,    737, 1, 4.0, 13.212592124938965 ,     14.0, 5543.05236807897  , 5577.406655031845
stepwise,    738, 2, 6.0, 29.589958906173706 ,     23.0, 5682.0107524774285, 5731.08830526725
stepwise,    739, 1, 5.0, 16.731948137283325 ,     17.0, 5533.527756319006 , 5572.7897985508625
stepwise,    740, 1, 4.0, 12.676440000534058 ,     14.0, 5580.072895769717 , 5614.427182722592
stepwise,    741, 3, 4.0, 22.641422033309937 ,     19.0, 5742.2308779039395, 5786.400675414779
stepwise,    742, 1, 4.0, 12.935837984085083 ,     14.0, 5770.502199560974 , 5804.856486513849
stepwise,    743, 1, 5.0, 13.954769134521484 ,     16.0, 5657.351905216019 , 5696.613947447876
stepwise,    744, 1, 7.0, 16.42021894454956  ,     19.0, 5670.619451589439 , 5719.697004379261
stepwise,    745, 1, 7.0, 19.50421714782715  ,     19.0, 5647.084671946874 , 5696.162224736695
stepwise,    746, 1, 1.0,  6.361191987991333 ,      8.0, 5802.246134252304 , 5821.877155368233
stepwise,    747, 1, 5.0, 13.756323099136353 ,     16.0, 5615.629969604743 , 5654.8920118365995
stepwise,    748, 2, 3.0, 12.649598121643066 ,     11.0, 5655.674653049726 , 5690.0289400026
stepwise,    749, 1, 4.0, 13.592527151107788 ,     14.0, 5696.383027105702 , 5730.737314058577
stepwise,    750, 1, 4.0, 13.05059289932251  ,     14.0, 5613.037123599745 , 5647.39141055262
stepwise,    751, 1, 4.0, 13.242682933807373 ,     14.0, 5570.033915133301 , 5604.388202086176
stepwise,    752, 1, 4.0, 11.933574914932251 ,     14.0, 5867.668727269619 , 5902.023014222494
stepwise,    753, 1, 4.0, 12.078573942184448 ,     14.0, 5624.210402888984 , 5658.564689841859
stepwise,    754, 1, 5.0, 13.811655044555664 ,     16.0, 5567.842623525924 , 5607.104665757781
stepwise,    755, 1, 4.0, 11.112637042999268 ,     14.0, 5548.788763557144 , 5583.143050510019
stepwise,    756, 1, 5.0, 14.439183950424194 ,     16.0, 5617.441388389434 , 5656.703430621291
stepwise,    757, 1, 4.0, 13.706475973129272 ,     14.0, 5338.29220967826  , 5372.646496631135
stepwise,    758, 1, 4.0, 12.660938024520874 ,     14.0, 5419.0821370012045, 5453.436423954079
stepwise,    759, 1, 4.0, 13.330440998077393 ,     15.0, 5627.339111797711 , 5661.693398750585
stepwise,    760, 2, 1.0,  9.86226201057434  ,     12.0, 5326.471867847292 , 5351.010644242203
stepwise,    761, 1, 5.0, 13.96938705444336  ,     16.0, 5840.433728914797 , 5879.695771146654
stepwise,    762, 1, 5.0, 14.743980169296265 ,     16.0, 5460.961806573587 , 5500.223848805444
stepwise,    763, 1, 5.0, 16.30099081993103  ,     16.0, 5679.936879359246 , 5719.198921591103
stepwise,    764, 1, 4.0, 12.822717189788818 ,     14.0, 5262.8094330944805, 5297.163720047355
stepwise,    765, 1, 6.0, 19.208538055419922 ,     20.0, 5650.664120066119 , 5694.833917576958
stepwise,    766, 1, 4.0, 13.103968143463135 ,     14.0, 5570.825056773241 , 5605.179343726116
stepwise,    767, 1, 4.0, 14.927663087844849 ,     14.0, 5487.037064260134 , 5521.391351213008
stepwise,    768, 1, 5.0, 15.887181043624878 ,     16.0, 5694.933043011102 , 5734.195085242959
stepwise,    769, 1, 4.0, 12.49281096458435  ,     14.0, 5528.716197101632 , 5563.070484054507
stepwise,    770, 1, 5.0, 13.904365062713623 ,     16.0, 5750.274385860482 , 5789.536428092339
stepwise,    771, 1, 4.0, 12.403940916061401 ,     14.0, 5737.133022276807 , 5771.487309229682
stepwise,    772, 2, 0.0,  9.263996124267578 ,     11.0, 5701.259559972568 , 5720.890581088497
stepwise,    773, 2, 2.0, 10.021820068359375 ,     10.0, 5588.315985805075 , 5617.762517478967
stepwise,    774, 1, 5.0, 15.470601081848145 ,     16.0, 5386.528400688205 , 5425.790442920062
stepwise,    775, 1, 2.0,  8.420164823532104 ,     10.0, 5644.92204146849  , 5669.460817863401
stepwise,    776, 1, 5.0, 13.800060987472534 ,     16.0, 5575.117452035171 , 5614.379494267027
stepwise,    777, 2, 5.0, 19.701262950897217 ,     18.0, 5485.772571173163 , 5529.942368684002
stepwise,    778, 1, 5.0, 14.491289854049683 ,     16.0, 5457.351673459287 , 5496.613715691144
stepwise,    779, 1, 6.0, 16.517333984375    ,     18.0, 5542.390234685392 , 5586.560032196231
stepwise,    780, 1, 4.0, 12.96834111213684  ,     14.0, 5518.662432804765 , 5553.016719757639
stepwise,    781, 1, 5.0, 15.011364936828613 ,     16.0, 5763.943148794598 , 5803.2051910264545
stepwise,    782, 1, 4.0, 12.482534885406494 ,     14.0, 5788.25945246153  , 5822.613739414404
stepwise,    783, 1, 1.0,  7.94567608833313  ,      9.0, 5600.7319957553   , 5620.363016871229
stepwise,    784, 1, 4.0, 12.509772062301636 ,     14.0, 5454.718074088748 , 5489.072361041623
stepwise,    785, 2, 5.0, 18.65506100654602  ,     18.0, 5342.519182968145 , 5386.688980478984
stepwise,    786, 1, 2.0,  8.421124935150146 ,     10.0, 5755.925536982052 , 5780.464313376963
stepwise,    787, 3, 2.0, 14.259759187698364 ,     14.0, 5599.285149897792 , 5633.639436850666
stepwise,    788, 1, 5.0, 13.853875160217285 ,     16.0, 5593.156076321622 , 5632.418118553479
stepwise,    789, 1, 4.0, 11.658509016036987 ,     14.0, 5606.797358546904 , 5641.151645499779
stepwise,    790, 1, 5.0, 14.84224796295166  ,     16.0, 5480.951415436484 , 5520.213457668341
stepwise,    791, 1, 5.0, 14.869694948196411 ,     16.0, 5532.872118029388 , 5572.134160261245
stepwise,    792, 1, 5.0, 16.71451687812805  ,     17.0, 5386.528361880496 , 5425.790404112353
stepwise,    793, 2, 2.0, 10.382423877716064 ,     10.0, 5659.077107111796 , 5688.5236387856885
stepwise,    794, 1, 6.0, 16.704601049423218 ,     18.0, 5698.337273041464 , 5742.507070552303
stepwise,    795, 1, 4.0, 12.349451065063477 ,     14.0, 5666.7355501237   , 5701.089837076574
stepwise,    796, 1, 4.0, 12.786805868148804 ,     14.0, 5519.731108715468 , 5554.085395668342
stepwise,    797, 1, 4.0, 12.247501850128174 ,     14.0, 5569.733109556126 , 5604.087396509
stepwise,    798, 1, 5.0, 13.76978087425232  ,     16.0, 5617.142562430979 , 5656.4046046628355
stepwise,    799, 1, 4.0, 12.490859031677246 ,     14.0, 5427.956949755709 , 5462.311236708583
stepwise,    800, 1, 5.0, 15.70716381072998  ,     16.0, 5487.142783154301 , 5526.404825386157
stepwise,    801, 2, 0.0,  9.77157998085022  ,     11.0, 5615.738220566714 , 5635.3692416826425
stepwise,    802, 1, 4.0, 14.703826904296875 ,     14.0, 5360.878560070026 , 5395.2328470229
stepwise,    803, 1, 5.0, 16.002324104309082 ,     15.0, 5511.611177605426 , 5550.873219837283
stepwise,    804, 2, 6.0, 22.03849697113037  ,     20.0, 5638.603615763477 , 5687.681168553298
stepwise,    805, 1, 4.0, 12.287174940109253 ,     14.0, 5426.184024962112 , 5460.5383119149865
stepwise,    806, 1, 5.0, 13.786035060882568 ,     16.0, 5441.274152691953 , 5480.5361949238095
stepwise,    807, 2, 5.0, 19.098169803619385 ,     20.0, 5607.406008083228 , 5651.575805594067
stepwise,    808, 3, 4.0, 26.484399795532227 ,     21.0, 5565.816638074702 , 5609.986435585541
stepwise,    809, 2, 5.0, 18.53979992866516  ,     18.0, 5699.938403889234 , 5744.108201400073
stepwise,    810, 1, 4.0, 12.296288013458252 ,     14.0, 5618.96804664921  , 5653.322333602085
stepwise,    811, 2, 0.0, 10.486218929290771 ,     11.0, 5689.012182447964 , 5708.643203563893
stepwise,    812, 1, 4.0, 12.315510988235474 ,     13.0, 5319.360915223711 , 5353.715202176586
stepwise,    813, 1, 4.0, 12.737371921539307 ,     14.0, 5443.2797451633805, 5477.634032116255
stepwise,    814, 1, 4.0, 11.289116144180298 ,     14.0, 5416.147358016199 , 5450.501644969074
stepwise,    815, 1, 4.0, 11.896957159042358 ,     13.0, 5691.242378058346 , 5725.5966650112205
stepwise,    816, 1, 2.0,  8.229171991348267 ,     10.0, 5545.240068335552 , 5569.778844730463
stepwise,    817, 1, 4.0, 12.628587007522583 ,     14.0, 5599.786658659542 , 5634.1409456124165
stepwise,    818, 1, 5.0, 17.3541259765625   ,     18.0, 5571.668341008129 , 5610.9303832399855
stepwise,    819, 1, 4.0, 12.507481098175049 ,     14.0, 5587.65329375226  , 5622.007580705134
stepwise,    820, 2, 6.0, 23.086127042770386 ,     21.0, 5632.29898793861  , 5681.376540728431
stepwise,    821, 1, 5.0, 13.851079940795898 ,     16.0, 5546.951461079164 , 5586.213503311021
stepwise,    822, 1, 3.0, 13.44136905670166  ,     13.0, 5335.5827220402925, 5365.029253714185
stepwise,    823, 1, 4.0, 12.635260820388794 ,     13.0, 5728.839655387572 , 5763.1939423404465
stepwise,    824, 1, 5.0, 14.273107051849365 ,     16.0, 5502.655856333009 , 5541.917898564866
stepwise,    825, 1, 4.0, 12.370775938034058 ,     14.0, 5704.557127279672 , 5738.911414232547
stepwise,    826, 1, 5.0, 16.35383915901184  ,     17.0, 5678.533467355591 , 5717.795509587448
stepwise,    827, 1, 4.0, 13.296435832977295 ,     14.0, 5457.633566566829 , 5491.987853519704
stepwise,    828, 1, 5.0, 16.281597137451172 ,     17.0, 5541.572895147613 , 5580.83493737947
stepwise,    829, 1, 4.0, 11.791018009185791 ,     14.0, 5772.754781545772 , 5807.109068498647
stepwise,    830, 1, 4.0, 17.97367000579834  ,     18.0, 5711.405477195513 , 5745.759764148388
stepwise,    831, 1, 4.0, 13.974979162216187 ,     14.0, 5531.627144985617 , 5565.981431938491
stepwise,    832, 2, 0.0, 10.511518001556396 ,     12.0, 5382.118070479465 , 5401.749091595394
stepwise,    833, 1, 5.0, 14.677930116653442 ,     16.0, 5807.7474870502365, 5847.009529282093
stepwise,    834, 2, 4.0, 19.64843201637268  ,     18.0, 5423.951672095176 , 5463.213714327033
stepwise,    835, 2, 6.0, 21.063621997833252 ,     20.0, 5637.269611695473 , 5686.347164485294
stepwise,    836, 1, 4.0, 11.991131067276001 ,     14.0, 5644.470616226303 , 5678.824903179177
stepwise,    837, 1, 4.0, 12.386363983154297 ,     14.0, 5648.217355589648 , 5682.571642542523
stepwise,    838, 1, 5.0, 14.20768690109253  ,     16.0, 5431.646598699973 , 5470.90864093183
stepwise,    839, 1, 5.0, 14.111279010772705 ,     16.0, 5463.28401666893  , 5502.546058900787
stepwise,    840, 4, 2.0, 22.44881796836853  ,     18.0, 5651.076568086385 , 5690.338610318242
stepwise,    841, 1, 6.0, 15.872291088104248 ,     18.0, 5702.718013408679 , 5746.887810919518
stepwise,    842, 3, 4.0, 19.737089157104492 ,     15.0, 5400.886944951406 , 5445.056742462245
stepwise,    843, 1, 4.0, 13.441770076751709 ,     14.0, 5498.112713653013 , 5532.467000605888
stepwise,    844, 1, 5.0, 16.36432194709778  ,     16.0, 5445.3537886866225, 5484.615830918479
stepwise,    845, 2, 5.0, 23.949455976486206 ,     20.0, 5824.322913880876 , 5868.492711391715
stepwise,    846, 1, 4.0, 14.93185806274414  ,     16.0, 5485.566367756184 , 5519.920654709059
stepwise,    847, 1, 6.0, 17.77419400215149  ,     18.0, 5510.63158647336  , 5554.801383984199
stepwise,    848, 2, 0.0, 10.570772886276245 ,     11.0, 5793.588621899964 , 5813.219643015893
stepwise,    849, 2, 6.0, 23.072688102722168 ,     19.0, 5648.875635860098 , 5697.953188649919
stepwise,    850, 2, 6.0, 21.823184967041016 ,     20.0, 5467.290760394046 , 5516.368313183867
stepwise,    851, 1, 5.0, 15.950447082519531 ,     16.0, 5470.660434846166 , 5509.922477078023
stepwise,    852, 1, 4.0, 12.829479932785034 ,     14.0, 5734.1249624202   , 5768.479249373075
stepwise,    853, 1, 5.0, 15.342647075653076 ,     16.0, 5560.189453151944 , 5599.451495383801
stepwise,    854, 3, 4.0, 30.275540828704834 ,     25.0, 5589.144460228553 , 5633.314257739392
stepwise,    855, 1, 4.0, 13.616316080093384 ,     14.0, 5628.254178695216 , 5662.608465648091
stepwise,    856, 2, 0.0, 10.707762002944946 ,     12.0, 5723.035042505831 , 5742.66606362176
stepwise,    857, 1, 5.0, 15.168756008148193 ,     15.0, 5310.538776037784 , 5349.800818269641
stepwise,    858, 2, 6.0, 23.76363205909729  ,     21.0, 5325.783330278062 , 5374.860883067883
stepwise,    859, 2, 4.0, 18.941664934158325 ,     18.0, 5615.804768251756 , 5655.066810483613
stepwise,    860, 1, 5.0, 14.167546033859253 ,     16.0, 5552.755011847111 , 5592.017054078968
stepwise,    861, 1, 5.0, 16.02639603614807  ,     17.0, 5387.795936623897 , 5427.057978855754
stepwise,    862, 2, 7.0, 16.76893401145935  ,     19.0, 5487.471350427083 , 5541.456658495887
stepwise,    863, 1, 4.0, 12.379106044769287 ,     14.0, 5733.838146767745 , 5768.192433720619
stepwise,    864, 1, 6.0, 17.902130842208862 ,     18.0, 5480.982930395897 , 5525.152727906736
stepwise,    865, 1, 4.0, 13.639774084091187 ,     14.0, 5477.478503091396 , 5511.832790044271
stepwise,    866, 1, 4.0, 13.525296211242676 ,     14.0, 5681.216474509239 , 5715.570761462113
stepwise,    867, 1, 5.0, 15.318735837936401 ,     16.0, 5654.510008944444 , 5693.772051176301
stepwise,    868, 1, 5.0, 18.553410053253174 ,     17.0, 5410.5324412346135, 5449.79448346647
stepwise,    869, 1, 5.0, 15.231995105743408 ,     16.0, 5679.732450017217 , 5718.994492249074
stepwise,    870, 1, 1.0,  9.635071039199829 ,      9.0, 5603.416743319103 , 5623.047764435032
stepwise,    871, 2, 5.0, 22.05419898033142  ,     19.0, 5654.655490478328 , 5698.825287989167
stepwise,    872, 1, 4.0, 16.282212018966675 ,     14.0, 5699.604324294368 , 5733.9586112472425
stepwise,    873, 1, 6.0, 18.07587695121765  ,     18.0, 5534.358854042517 , 5578.528651553356
stepwise,    874, 2, 4.0, 18.657896041870117 ,     16.0, 5908.119622108917 , 5947.381664340774
stepwise,    875, 2, 0.0, 10.841448068618774 ,     11.0, 5647.74919648463  , 5667.380217600559
stepwise,    876, 1, 2.0,  8.91769289970398  ,     10.0, 5659.721044532348 , 5684.259820927259
stepwise,    877, 3, 4.0, 20.027945041656494 ,     16.0, 5512.31526130711  , 5556.485058817949
stepwise,    878, 1, 5.0, 18.229809999465942 ,     17.0, 5730.973931070229 , 5770.235973302086
stepwise,    879, 2, 5.0, 20.308693170547485 ,     18.0, 5829.289310731611 , 5873.45910824245
stepwise,    880, 1, 4.0, 12.657279968261719 ,     14.0, 5714.596317122002 , 5748.9506040748765
stepwise,    881, 1, 5.0, 14.996803998947144 ,     16.0, 5386.841395096738 , 5426.103437328595
stepwise,    882, 5, 4.0, 33.77571988105774  ,     23.0, 5760.578131878367 , 5814.56343994717
stepwise,    883, 1, 5.0, 15.299944162368774 ,     16.0, 5498.093401281887 , 5537.355443513744
stepwise,    884, 1, 4.0, 13.002054929733276 ,     14.0, 5650.285433532685 , 5684.639720485559
stepwise,    885, 1, 4.0, 13.520518064498901 ,     14.0, 5635.6886598606425, 5670.042946813517
stepwise,    886, 1, 7.0, 14.565696954727173 ,     17.0, 5658.618924425821 , 5707.6964772156425
stepwise,    887, 1, 5.0, 16.682634115219116 ,     17.0, 5810.988005473392 , 5850.250047705249
stepwise,    888, 1, 4.0, 12.34552812576294  ,     14.0, 5676.056399997918 , 5710.410686950792
stepwise,    889, 1, 4.0, 15.221405982971191 ,     14.0, 5577.390615929428 , 5611.744902882303
stepwise,    890, 1, 5.0, 20.244488954544067 ,     16.0, 5567.185801408287 , 5606.447843640144
stepwise,    891, 2, 4.0, 24.668562173843384 ,     18.0, 5687.184054883932 , 5726.446097115789
stepwise,    892, 1, 4.0, 13.764118909835815 ,     14.0, 5695.667706042642 , 5730.0219929955165
stepwise,    893, 1, 5.0, 17.5625958442688   ,     17.0, 5382.945635000642 , 5422.207677232499
stepwise,    894, 1, 4.0, 13.117256879806519 ,     14.0, 5488.0543225426445, 5522.408609495519
stepwise,    895, 1, 6.0, 18.5252628326416   ,     19.0, 5577.601792410896 , 5621.7715899217355
stepwise,    896, 1, 2.0,  8.847666025161743 ,     10.0, 5532.22297808814  , 5556.761754483051
stepwise,    897, 1, 5.0, 14.000656843185425 ,     16.0, 5575.462754444346 , 5614.7247966762025
stepwise,    898, 1, 5.0, 15.36736011505127  ,     16.0, 5566.49340449412  , 5605.755446725977
stepwise,    899, 1, 5.0, 14.398730993270874 ,     16.0, 5428.433868200284 , 5467.695910432141
stepwise,    900, 1, 4.0, 11.924715995788574 ,     13.0, 5438.148457658678 , 5472.502744611553
stepwise,    901, 1, 4.0, 12.053590059280396 ,     14.0, 5704.087268893538 , 5738.4415558464125
stepwise,    902, 1, 5.0, 17.032054901123047 ,     17.0, 5747.603564057839 , 5786.865606289696
stepwise,    903, 1, 4.0, 12.220109939575195 ,     14.0, 5698.549324148609 , 5732.903611101484
stepwise,    904, 1, 4.0, 12.88322401046753  ,     14.0, 5564.149478318008 , 5598.5037652708825
stepwise,    905, 2, 2.0, 10.323129892349243 ,     10.0, 5458.63043981083  , 5488.076971484722
