method,sim_id,p,q,time,n_models,aic,bic
grid_search,422,6,7.0,76.42086291313171,64.0,5578.936274142952,5652.552603327685
grid_search,423,1,4.0,84.8482780456543,64.0,5706.318493139606,5740.672780092481
grid_search,424,1,4.0,74.79424214363098,64.0,5703.828228383501,5738.182515336375
grid_search,425,1,5.0,80.6188280582428,64.0,5743.5352415847565,5782.797283816613
grid_search,426,3,4.0,88.13021397590637,64.0,5646.333217315793,5690.503014826632
grid_search,427,1,5.0,80.12640500068665,64.0,5505.133616261383,5544.39565849324
grid_search,428,3,4.0,75.96437311172485,64.0,5986.145989092315,6030.315786603154
grid_search,429,5,5.0,84.18682909011841,64.0,5696.043888133549,5754.936951481335
grid_search,430,1,6.0,83.5570740699768,64.0,5762.983535458583,5807.153332969422
grid_search,431,2,6.0,84.00527501106262,64.0,5491.649928109601,5540.7274808994225
grid_search,432,1,6.0,69.53977704048157,64.0,5535.502921023005,5579.672718533844
grid_search,433,7,5.0,85.73996496200562,64.0,5591.161667071351,5659.870240977101
grid_search,434,5,6.0,70.5402410030365,64.0,5363.471317499291,5427.272136126059
grid_search,435,7,7.0,87.97792196273804,64.0,5539.910804093573,5618.434888557287
grid_search,436,1,4.0,78.34259796142578,64.0,5645.502875216754,5679.857162169628
grid_search,437,6,7.0,85.3458309173584,64.0,5374.762267434738,5448.37859661947
grid_search,438,1,5.0,86.43495798110962,64.0,5457.912798652719,5497.174840884576
grid_search,439,6,6.0,84.41784000396729,64.0,5420.034889230115,5488.743463135866
grid_search,440,3,4.0,83.30633783340454,64.0,5708.340287403381,5752.51008491422
grid_search,441,3,4.0,75.46475505828857,64.0,5583.607330836367,5627.777128347206
grid_search,442,2,6.0,80.79520201683044,64.0,5439.329918882397,5488.407471672218
grid_search,443,6,7.0,86.5933289527893,64.0,5659.839825336196,5733.456154520928
grid_search,444,2,4.0,78.82938504219055,64.0,5795.366496239499,5834.628538471356
grid_search,445,5,2.0,76.07294178009033,64.0,5908.506104921009,5952.675902431848
grid_search,446,5,4.0,82.91021203994751,64.0,5610.922136776311,5664.907444845115
grid_search,447,2,5.0,82.00074291229248,64.0,5563.185443399185,5607.355240910024
grid_search,448,5,4.0,78.9502649307251,64.0,5589.879642842628,5643.864950911431
grid_search,449,1,4.0,72.74857497215271,64.0,5755.4188399261675,5789.773126879042
grid_search,450,1,5.0,73.88004398345947,64.0,5569.590511709549,5608.852553941406
grid_search,451,2,4.0,77.79075789451599,64.0,5554.566718420249,5593.828760652106
grid_search,452,1,4.0,84.16608500480652,64.0,5617.072197482579,5651.426484435454
grid_search,453,1,4.0,80.27762413024902,64.0,5611.432093841849,5645.786380794723
grid_search,454,6,7.0,76.53876996040344,64.0,5203.148169940086,5276.764499124818
grid_search,455,1,4.0,84.2813789844513,64.0,5497.430934147712,5531.785221100587
grid_search,456,2,6.0,86.87991690635681,64.0,5441.191235642058,5490.268788431879
grid_search,457,1,5.0,95.6596028804779,64.0,5486.091233054978,5525.353275286835
grid_search,458,2,6.0,81.298269033432,64.0,5715.7355079834715,5764.813060773293
grid_search,459,1,4.0,83.32721209526062,64.0,5591.042624275762,5625.396911228637
grid_search,460,1,6.0,79.97018384933472,64.0,5650.814007686786,5694.983805197625
grid_search,461,3,4.0,80.07070994377136,64.0,5742.289789170674,5786.459586681513
grid_search,462,5,7.0,80.09784507751465,64.0,5629.340726473981,5698.049300379731
grid_search,463,1,4.0,80.14205312728882,64.0,5598.356826358142,5632.711113311017
grid_search,464,2,6.0,85.50412511825562,64.0,5445.704074786728,5494.781627576549
grid_search,465,6,7.0,78.39567399024963,64.0,5522.274477612821,5595.8908067975535
grid_search,466,7,6.0,81.52626490592957,64.0,5487.313775378072,5560.930104562804
grid_search,467,5,1.0,82.4137167930603,64.0,5955.774913589249,5995.036955821106
grid_search,468,4,7.0,110.54725289344788,64.0,5729.352836085356,5793.153654712124
grid_search,469,1,6.0,79.27762818336487,64.0,5632.182209908738,5676.352007419577
grid_search,470,3,6.0,77.40653204917908,64.0,5382.891039631816,5436.87634770062
grid_search,471,1,4.0,84.98387789726257,64.0,5586.47164876996,5620.825935722834
grid_search,472,2,5.0,84.6236310005188,64.0,5626.64369093649,5670.813488447329
grid_search,473,1,6.0,78.87259316444397,64.0,5486.034444197147,5530.2042417079865
grid_search,474,1,4.0,85.36018896102905,64.0,5542.78704215766,5577.141329110535
grid_search,475,1,6.0,83.07025814056396,64.0,5457.094845877236,5501.2646433880755
grid_search,476,6,5.0,84.14113712310791,64.0,5502.80654348323,5566.607362109998
grid_search,477,4,7.0,86.46838903427124,64.0,5315.164139631216,5378.964958257984
grid_search,478,6,6.0,84.07267689704895,64.0,5466.231080964611,5534.939654870361
grid_search,479,1,5.0,77.95092391967773,64.0,5695.938239000835,5735.200281232692
grid_search,480,1,4.0,83.10672807693481,64.0,5509.140547157715,5543.49483411059
grid_search,481,7,2.0,90.20020198822021,64.0,5483.2751814465355,5537.260489515339
grid_search,482,6,7.0,76.46242594718933,64.0,5678.344873712397,5751.96120289713
grid_search,483,1,4.0,81.0348961353302,64.0,5425.747490488396,5460.10177744127
grid_search,484,6,0.0,83.58294320106506,64.0,5579.212514754615,5618.474556986472
grid_search,485,1,5.0,82.99948906898499,64.0,5532.638852772367,5571.9008950042235
grid_search,486,1,6.0,80.1399929523468,64.0,5368.897042550077,5413.066840060916
grid_search,487,7,1.0,83.02189016342163,64.0,5644.851812855228,5693.929365645049
grid_search,488,3,5.0,85.37414598464966,64.0,5600.55636012581,5649.633912915631
grid_search,489,5,5.0,83.8979480266571,64.0,5603.006145025337,5661.899208373123
grid_search,490,1,5.0,78.22281002998352,64.0,5385.045708436421,5424.307750668278
grid_search,491,3,4.0,83.237065076828,64.0,5666.644092180279,5710.813889691118
grid_search,492,4,4.0,89.453449010849,64.0,5489.120977838554,5538.198530628375
grid_search,493,1,4.0,79.87272095680237,64.0,5507.165764325345,5541.520051278219
grid_search,494,1,4.0,76.3937919139862,64.0,5568.950955439355,5603.30524239223
grid_search,495,6,0.0,72.8591799736023,64.0,5590.029605378227,5629.291647610084
grid_search,496,6,7.0,80.34696102142334,64.0,5565.979794760995,5639.596123945727
grid_search,497,5,5.0,82.16842412948608,64.0,5727.432178277306,5786.325241625092
grid_search,498,6,5.0,83.44670104980469,64.0,5482.358459414273,5546.159278041041
grid_search,499,3,6.0,77.41373491287231,64.0,5622.228864429543,5676.214172498347
grid_search,500,4,4.0,83.61053800582886,64.0,5614.406002063191,5663.483554853013
grid_search,501,1,5.0,82.03471803665161,64.0,5557.915682417232,5597.177724649089
grid_search,502,1,5.0,87.32802104949951,64.0,5491.526097210145,5530.788139442002
grid_search,503,4,6.0,76.79699397087097,64.0,5463.524047605625,5522.417110953411
grid_search,504,7,1.0,108.80081582069397,64.0,5570.938771653343,5620.016324443164
grid_search,505,1,4.0,82.89986205101013,64.0,5478.917286691637,5513.271573644512
grid_search,506,1,5.0,74.86312007904053,64.0,5633.599106481374,5672.861148713231
grid_search,507,5,7.0,77.53085899353027,64.0,5595.41218503003,5664.12075893578
grid_search,508,2,4.0,84.62455415725708,64.0,5556.189521402602,5595.451563634459
grid_search,509,2,6.0,87.73092293739319,64.0,5694.067347350599,5743.144900140421
grid_search,510,3,4.0,84.90727090835571,64.0,5543.318751266159,5587.488548776998
grid_search,511,3,4.0,82.12053894996643,64.0,5555.318070430715,5599.487867941554
grid_search,512,1,4.0,82.8347909450531,64.0,5463.804299052125,5498.158586005
grid_search,513,2,4.0,85.89416098594666,64.0,5515.06888141545,5554.330923647307
grid_search,514,2,4.0,83.60042595863342,64.0,5615.407614505814,5654.669656737671
grid_search,515,3,4.0,82.61004614830017,64.0,5640.943163009731,5685.11296052057
grid_search,516,1,6.0,80.46800804138184,64.0,5717.225940915509,5761.3957384263485
grid_search,517,7,3.0,75.14641094207764,64.0,5414.542811694166,5473.4358750419515
grid_search,518,5,5.0,87.15642094612122,64.0,5698.8064873176645,5757.69955066545
grid_search,519,1,4.0,81.85080790519714,64.0,5620.801513625955,5655.155800578829
grid_search,520,1,5.0,82.31169390678406,64.0,5415.714342164269,5454.9763843961255
grid_search,521,1,4.0,85.18374586105347,64.0,5539.074035873748,5573.428322826622
grid_search,522,1,5.0,81.9901819229126,64.0,5946.486041357324,5985.748083589181
grid_search,523,5,2.0,88.45132780075073,64.0,5679.814416987091,5723.98421449793
grid_search,524,1,4.0,85.47794699668884,64.0,5483.06549885746,5517.419785810334
grid_search,525,1,4.0,82.31320905685425,64.0,5416.711782886676,5451.06606983955
grid_search,526,3,4.0,80.45336699485779,64.0,5566.33237062793,5610.502168138769
