"Simulation_ID","Path_Taken"
"run_50","(2,2) IC:5617.08 -> (0,0) IC:6535.36 -> (1,0) IC:5656.22 -> (0,1) IC:6537.45 -> (1,1) IC:5622.32 -> (1,2) IC:5618.37 -> (2,1) IC:5616.57 -> (2,0) IC:5616.41 -> (3,0) IC:5616.20 -> (4,0) IC:5618.15 -> (3,1) IC:5618.17 -> (4,1) IC:5619.87"
"run_51","(2,2) IC:5794.64 -> (0,0) IC:6521.99 -> (1,0) IC:5815.93 -> (0,1) IC:6524.02 -> (1,1) IC:5791.27 -> (2,1) IC:5792.65 -> (1,2) IC:5793.02 -> (0,2) IC:Inf -> (2,0) IC:5790.61 -> (3,0) IC:5792.58 -> (3,1) IC:5794.62"
"run_52","(2,2) IC:5635.32 -> (0,0) IC:6758.40 -> (1,0) IC:5710.70 -> (0,1) IC:Inf -> (1,1) IC:5634.53 -> (2,1) IC:5632.17 -> (2,0) IC:5630.92 -> (3,0) IC:5633.01 -> (3,1) IC:5633.45"
"run_53","(2,2) IC:5461.47 -> (0,0) IC:6284.78 -> (1,0) IC:5508.80 -> (0,1) IC:6286.80 -> (1,1) IC:5466.13 -> (1,2) IC:5462.85 -> (2,1) IC:5463.09 -> (3,2) IC:5446.69 -> (3,1) IC:5465.08 -> (4,2) IC:5443.02 -> (4,1) IC:5458.52 -> (5,2) IC:5421.05 -> (5,1) IC:5427.56 -> (6,2) IC:5428.90 -> (5,3) IC:5421.40 -> (4,3) IC:5447.34 -> (6,1) IC:5422.88 -> (6,3) IC:5420.86 -> (7,3) IC:5420.72 -> (7,2) IC:5423.30 -> (7,4) IC:5425.79 -> (6,4) IC:5425.40"
"run_54","(2,2) IC:5686.41 -> (0,0) IC:6631.01 -> (1,0) IC:5719.30 -> (0,1) IC:Inf -> (1,1) IC:5660.71 -> (2,1) IC:5663.36 -> (1,2) IC:5661.08 -> (0,2) IC:Inf -> (2,0) IC:5659.50 -> (3,0) IC:5660.34 -> (3,1) IC:5662.04"
"run_55","(2,2) IC:5668.38 -> (0,0) IC:6537.04 -> (1,0) IC:5731.76 -> (0,1) IC:Inf -> (1,1) IC:5666.85 -> (2,1) IC:5668.83 -> (1,2) IC:5668.83 -> (0,2) IC:Inf -> (2,0) IC:5672.17"
"run_56","(2,2) IC:5650.64 -> (0,0) IC:6507.45 -> (1,0) IC:5707.15 -> (0,1) IC:Inf -> (1,1) IC:5682.72 -> (1,2) IC:5656.55 -> (2,1) IC:5664.24 -> (3,2) IC:5637.92 -> (3,1) IC:5659.93 -> (4,2) IC:5624.19 -> (4,1) IC:5660.04 -> (5,2) IC:5615.91 -> (5,1) IC:5629.15 -> (6,2) IC:5611.62 -> (6,1) IC:5618.77 -> (7,2) IC:5609.29 -> (7,1) IC:5612.73 -> (7,3) IC:5616.95 -> (6,3) IC:5632.77"
"run_57","(2,2) IC:5717.69 -> (0,0) IC:6508.26 -> (1,0) IC:5759.63 -> (0,1) IC:6510.30 -> (1,1) IC:5722.34 -> (1,2) IC:5718.46 -> (2,1) IC:5719.81 -> (3,2) IC:5700.24 -> (3,1) IC:5722.47 -> (4,2) IC:5701.06 -> (3,3) IC:5706.26 -> (2,3) IC:5716.71 -> (4,1) IC:5717.21 -> (4,3) IC:5701.94"
"run_58","(2,2) IC:5725.15 -> (0,0) IC:6466.57 -> (1,0) IC:5747.03 -> (0,1) IC:6468.58 -> (1,1) IC:5723.90 -> (2,1) IC:5723.25 -> (2,0) IC:5721.67 -> (3,0) IC:5723.23 -> (3,1) IC:5725.20"
"run_59","(2,2) IC:5545.49 -> (0,0) IC:6298.24 -> (1,0) IC:5562.42 -> (0,1) IC:6300.25 -> (1,1) IC:5544.03 -> (2,1) IC:5545.32 -> (1,2) IC:5543.65 -> (0,2) IC:Inf -> (1,3) IC:5541.77 -> (0,3) IC:Inf -> (2,3) IC:5543.59 -> (1,4) IC:5490.10 -> (0,4) IC:Inf -> (2,4) IC:5489.23 -> (3,4) IC:5487.47 -> (3,3) IC:5510.75 -> (4,4) IC:5488.74 -> (3,5) IC:5489.94 -> (2,5) IC:5495.22 -> (4,3) IC:5525.96 -> (4,5) IC:5502.98"
"run_60","(2,2) IC:5879.73 -> (0,0) IC:6673.00 -> (1,0) IC:5896.83 -> (0,1) IC:6675.04 -> (1,1) IC:5882.85 -> (1,2) IC:5884.62 -> (2,1) IC:5884.47 -> (3,2) IC:5873.73 -> (3,1) IC:5886.34 -> (4,2) IC:5860.28 -> (4,1) IC:5882.11 -> (5,2) IC:5844.58 -> (5,1) IC:5853.62 -> (6,2) IC:5845.72 -> (5,3) IC:5847.92 -> (4,3) IC:5876.85 -> (6,1) IC:5848.58 -> (6,3) IC:5842.79 -> (7,3) IC:5845.40 -> (6,4) IC:5888.82 -> (5,4) IC:5838.22 -> (4,4) IC:5839.80 -> (5,5) IC:5860.37 -> (4,5) IC:5841.28 -> (6,5) IC:5846.96"
"run_61","(2,2) IC:5615.46 -> (0,0) IC:6567.94 -> (1,0) IC:5682.10 -> (0,1) IC:6569.90 -> (1,1) IC:5619.98 -> (1,2) IC:5618.50 -> (2,1) IC:5615.33 -> (2,0) IC:5613.25 -> (3,0) IC:5615.40 -> (3,1) IC:5617.24"
"run_62","(2,2) IC:5604.96 -> (0,0) IC:6584.62 -> (1,0) IC:5654.93 -> (0,1) IC:6586.68 -> (1,1) IC:5611.81 -> (1,2) IC:5613.15 -> (2,1) IC:5613.10 -> (3,2) IC:5612.39 -> (2,3) IC:5604.69 -> (1,3) IC:5604.04 -> (0,3) IC:Inf -> (1,4) IC:5573.33 -> (0,4) IC:Inf -> (2,4) IC:5576.37 -> (1,5) IC:5573.49 -> (0,5) IC:Inf -> (2,5) IC:5575.73"
"run_63","(2,2) IC:5584.59 -> (0,0) IC:6550.66 -> (1,0) IC:5609.82 -> (0,1) IC:6552.81 -> (1,1) IC:5580.25 -> (2,1) IC:5582.25 -> (1,2) IC:5582.31 -> (0,2) IC:Inf -> (2,0) IC:5580.63"
"run_64","(2,2) IC:5587.77 -> (0,0) IC:6447.68 -> (1,0) IC:5637.72 -> (0,1) IC:Inf -> (1,1) IC:5603.01 -> (1,2) IC:5592.91 -> (2,1) IC:5593.11 -> (3,2) IC:5581.77 -> (3,1) IC:5593.33 -> (4,2) IC:5582.15 -> (3,3) IC:5585.65 -> (2,3) IC:5591.60 -> (4,1) IC:5592.53 -> (4,3) IC:5585.35"
