"Simulation_ID","Path_Taken"
"run_43","(2,2) IC:6749.39 -> (0,0) IC:7008.16 -> (1,0) IC:6878.45 -> (0,1) IC:Inf -> (1,1) IC:6756.38 -> (1,2) IC:6754.21 -> (2,1) IC:6877.36 -> (3,2) IC:6743.31 -> (3,1) IC:6743.91 -> (4,2) IC:6737.50 -> (4,1) IC:6745.56 -> (5,2) IC:6739.52 -> (4,3) IC:6743.59 -> (3,3) IC:6749.04 -> (5,1) IC:6745.95 -> (5,3) IC:6741.70"
"run_44","(2,2) IC:6976.72 -> (0,0) IC:7193.96 -> (1,0) IC:7051.99 -> (0,1) IC:Inf -> (1,1) IC:7004.72 -> (1,2) IC:6995.14 -> (2,1) IC:6975.29 -> (2,0) IC:7031.33 -> (3,1) IC:6976.03 -> (3,0) IC:7028.54 -> (3,2) IC:6977.67"
"run_45","(2,2) IC:6725.64 -> (0,0) IC:6866.18 -> (1,0) IC:6774.52 -> (0,1) IC:Inf -> (1,1) IC:6739.27 -> (1,2) IC:6729.58 -> (2,1) IC:6723.78 -> (2,0) IC:6763.78 -> (3,1) IC:6752.76 -> (3,0) IC:6751.83 -> (3,2) IC:6727.06"
"run_46","(2,2) IC:6973.63 -> (0,0) IC:7203.15 -> (1,0) IC:7067.36 -> (0,1) IC:Inf -> (1,1) IC:6974.72 -> (1,2) IC:6972.67 -> (0,2) IC:Inf -> (1,3) IC:6967.58 -> (0,3) IC:Inf -> (2,3) IC:6966.66 -> (3,3) IC:6968.68 -> (2,4) IC:6968.65 -> (1,4) IC:6962.91 -> (0,4) IC:Inf -> (1,5) IC:6946.89 -> (0,5) IC:Inf -> (2,5) IC:6948.64 -> (1,6) IC:6948.81 -> (0,6) IC:Inf -> (2,6) IC:6949.11"
"run_47","(2,2) IC:7033.39 -> (0,0) IC:7207.76 -> (1,0) IC:7102.10 -> (0,1) IC:Inf -> (1,1) IC:7052.86 -> (1,2) IC:7045.13 -> (2,1) IC:7031.65 -> (2,0) IC:7086.51 -> (3,1) IC:7033.24 -> (3,0) IC:7083.21 -> (3,2) IC:7070.81"
"run_48","(2,2) IC:6710.10 -> (0,0) IC:6945.83 -> (1,0) IC:6806.29 -> (0,1) IC:6947.82 -> (1,1) IC:6707.10 -> (2,1) IC:6700.10 -> (2,0) IC:6765.82 -> (3,1) IC:6700.13 -> (1,2) IC:6705.08 -> (3,0) IC:6756.90 -> (3,2) IC:6703.83"
"run_49","(2,2) IC:6807.68 -> (0,0) IC:6938.81 -> (1,0) IC:6847.12 -> (0,1) IC:6940.82 -> (1,1) IC:6808.35 -> (1,2) IC:6831.84 -> (2,1) IC:6785.47 -> (2,0) IC:6833.21 -> (3,1) IC:6786.52 -> (3,0) IC:6833.52 -> (3,2) IC:6786.13"
"run_50","(2,2) IC:6747.76 -> (0,0) IC:7178.15 -> (1,0) IC:6914.47 -> (0,1) IC:Inf -> (1,1) IC:6748.43 -> (1,2) IC:6744.72 -> (0,2) IC:Inf -> (1,3) IC:6742.87 -> (0,3) IC:Inf -> (2,3) IC:6741.35 -> (3,3) IC:6747.32 -> (2,4) IC:6782.53 -> (1,4) IC:6695.18 -> (0,4) IC:Inf -> (1,5) IC:6690.71 -> (0,5) IC:Inf -> (2,5) IC:6692.17 -> (1,6) IC:6692.09 -> (0,6) IC:Inf -> (2,6) IC:6694.19"
"run_51","(2,2) IC:6941.66 -> (0,0) IC:7108.73 -> (1,0) IC:6983.17 -> (0,1) IC:7110.74 -> (1,1) IC:6947.23 -> (1,2) IC:6935.36 -> (0,2) IC:Inf -> (1,3) IC:6930.95 -> (0,3) IC:Inf -> (2,3) IC:6936.55 -> (1,4) IC:6922.00 -> (0,4) IC:Inf -> (2,4) IC:6930.55 -> (1,5) IC:6906.59 -> (0,5) IC:Inf -> (2,5) IC:6912.76 -> (1,6) IC:6904.72 -> (0,6) IC:Inf -> (2,6) IC:6901.59 -> (3,6) IC:6902.69 -> (2,7) IC:6921.84 -> (1,7) IC:6900.28 -> (0,7) IC:Inf"
"run_52","(2,2) IC:6815.04 -> (0,0) IC:7485.22 -> (1,0) IC:7036.14 -> (0,1) IC:Inf -> (1,1) IC:6766.72 -> (2,1) IC:6755.52 -> (2,0) IC:6929.20 -> (3,1) IC:6869.53 -> (1,2) IC:6763.31 -> (3,0) IC:6899.39 -> (3,2) IC:6870.19"
