"total_sims_processed", "successful_fits", "mean_p", "median_p", "sd_p"           , "mean_q", "median_q", "sd_q"          , "mean_time_secs", "median_time_secs", "sd_time_secs"  , "mean_models_tested", "median_models_tested", "sd_models_tested", "failure_count", "mean_intercept"  , "mean_sigmasq"
                  1000,              1000,     2.16,          2, 0.933419129475752,    3.129,          3, 2.16449625641719, 87.5985920484066,   71.8620729446411, 54.6111041938722,               17.326,                     16,    6.3642932229925,               0, 0.0632210623640991, 0.0252583144606302
