"sim_id","p_order","q_order","time","n_models_tested","aic","bic","intercept","sigmasq","beta1","beta2","beta3","beta4","beta5","beta6","beta7","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","mean.Temp.Lag5","mean.DTemp.Lag0","PM25.Lag0","mean.NO2.Lag2","status","error_message"
22,2,7,297.266251802444,23,5670.89123004457,5744.5075592293,0.0403629892497043,0.0222364706125064,0.179591960272692,0.0951990169716387,,,,,,-0.108870448032805,0.328654022008483,0.00296978406388829,-0.317618694650148,0.089874117149161,0.790557572684962,-0.072829505955414,-0.00504602693528395,0.00504624501958483,0.00352948888681498,-0.00393974753110613,"Success",""
23,2,6,300.112039089203,24,5680.93409689991,5749.64267080566,0.187724808080945,0.020455602435935,0.188816401877279,0.117130008213925,,,,,,-0.283197456615279,0.270425921686046,0.0447164255423721,-0.199298596895328,0.0766922361072381,0.725288285798922,,-0.00634358383866764,0.00628085308640288,0.00266304974243315,-0.00298469743390517,"Success",""
24,2,6,335.950732707977,25,5358.65935220191,5427.36792610766,0.0509779647301197,0.0170622139274487,0.213740268242714,0.148767510217487,,,,,,-0.37149932887716,0.240695756818773,0.0429112164750362,-0.217083042402781,0.13885602867762,0.786211186478047,,-0.00825870328044087,0.00832377631823854,0.00524663896691915,-0.00736700483996735,"Success",""
25,2,2,121.629565954208,12,5554.65916733537,5603.73672012519,0.0174130040922677,0.0243836701909195,0.222559344637323,-0.175607561965181,,,,,,0.859903494887231,0.0881704447012039,,,,,,-0.00159274358711045,0.00158228524277685,0.00100070351736021,-0.000882601949182687,"Success",""
26,2,1,89.5482032299042,11,5475.28794597937,5519.45774349021,0.0147151575426596,0.0307920099373459,0.206429116207366,-0.154029619565164,,,,,,0.94274417785625,,,,,,,-0.00163293170993864,0.00160747709474397,0.000624449933784862,0.000307540064840239,"Success",""
27,4,2,518.303383827209,18,5672.21852350433,5731.11158685212,0.0331073167066492,0.0278114626255056,0.201595326086573,0.0792845760160582,-0.164372140211104,-0.0898353080134937,,,,-0.020337337068038,0.983339906555472,,,,,,-0.00317756614140255,0.00323575575437678,0.000762481249714684,-0.00214409307375348,"Success",""
28,2,1,99.8797705173492,11,5565.76613669947,5609.93593421031,0.0195243314414559,0.023501131776236,0.217427541654264,-0.177603489280075,,,,,,0.954078275455892,,,,,,,-0.001684740002729,0.00170556526941436,0.000470471815157679,-0.0010732853748361,"Success",""
29,2,7,329.873340129852,26,5789.89588752696,5863.51221671169,0.0154996900508193,0.0235864495488665,0.229070012050359,0.158619765960742,,,,,,-0.261105608887349,0.235758027146828,-0.0686634567347802,-0.075560633197934,-0.0204468161704554,0.618763986317138,0.17903730804812,-0.00852415506292348,0.00861111873603536,0.00485899489313421,-0.00641090737280095,"Success",""
30,3,1,201.532167434692,14,5589.07832804177,5638.15588083159,0.0216495036047748,0.027910225090335,0.186097633210047,-0.0387745260007082,-0.0922073712706835,,,,,0.93824136435402,,,,,,,-0.000821324056391934,0.000824036191500673,0.00042487650336106,-0.000999135475562501,"Success",""
31,3,6,328.845705986023,26,5715.96469595945,5789.58102514418,0.111845965459258,0.0203385344143059,0.242862842796079,0.112437161517675,-0.0967933121652056,,,,,-0.229104823330191,0.4463681158472,0.0410186367905395,-0.263945232008925,0.0738771821055575,0.640116920359441,,-0.00900355695435489,0.00905116635585712,0.00318092761716822,-0.00460216133410115,"Success",""
32,3,1,157.397891283035,16,5754.42143073991,5803.49898352973,0.0106407356395067,0.019285029060947,0.290876874597738,-0.205887043965253,-0.0304557337593471,,,,,0.942106694535745,,,,,,,-0.00104273992933739,0.00105152455640372,0.000613896168048843,-0.000884176208788778,"Success",""
33,2,2,159.836845874786,12,5671.89218145776,5720.96973424758,0.008886939803135,0.0266284482901716,0.190309876023278,-0.155574286136657,,,,,,0.999987103115412,-0.0373614278003709,,,,,,-0.00107879864126272,0.00107376318293177,0.000556617359648341,-0.000415088563927388,"Success",""
34,2,6,310.334450721741,25,5548.52561505563,5617.23418896138,0.153884779034156,0.0186273643583306,0.177745113201736,0.0974593353208425,,,,,,-0.210742926016622,0.35228249704434,-0.0490853334102902,-0.374871863818265,0.0939555245655399,0.867250442116712,,-0.00729020748895516,0.00727276349680802,0.0010575151647376,-0.00279717136054936,"Success",""
35,3,6,352.827906131744,28,5445.55064977434,5519.16697895907,0.116075266803341,0.0241606417068933,0.195839289316402,0.0449487227512468,0.118906684205909,,,,,-0.00650437365419291,0.0444624112065367,0.0449910351979973,-0.13420221573418,-0.0736572171375664,0.729972347594652,,-0.00467629902569506,0.0046532323773853,0.000314133450279115,-0.00293321282007039,"Success",""
