"sim_id","p_order","q_order","time","n_models_tested","aic","bic","intercept","sigmasq","beta1","beta2","beta3","beta4","beta5","beta6","beta7","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","mean.Temp.Lag5","mean.DTemp.Lag0","PM25.Lag0","mean.NO2.Lag2","status","error_message"
846,2,6,119.684222459793,29,5495.43119082514,5564.13976473089,0.0549700382985863,0.0184590394488747,0.246592756586992,0.178395652034089,,,,,,-0.33443281765865,0.231133080622662,0.0730646798096961,-0.219452359336866,0.0733815319175625,0.734458286953662,,-0.00386515988669447,0.00387601055425227,0.00184285632232744,-0.00453507430257797,"Success",""
847,2,3,67.789407491684,16,5607.45293644536,5661.43824451416,0.0650113667604574,0.0220719477748033,0.138240238879197,0.0697214063738289,,,,,,-0.285848139063161,0.198747311192832,0.859872673816055,,,,,-0.00457612227059663,0.00455076304138632,0.00125627542087218,-0.00120269154756313,"Success",""
848,1,3,108.821027755737,13,5386.31084839463,5435.38840118445,0.0471357977262261,0.0205545417511516,0.139123009451657,,,,,,,-0.194694685153602,0.203687461575269,0.837915933739846,,,,,-0.00388867012757507,0.00386426927308586,0.00170731160142929,-0.00181150798313745,"Success",""
849,1,5,90.8325808048248,20,5348.8252271285,5407.71829047629,0.102542927430787,0.0349321025567237,0.19158870742926,,,,,,,0.689916772126379,-0.455764602301251,0.479487295962457,-0.644385068641725,0.708770665300973,,,-0.00473395574583088,0.00460083482753428,0.00270591905575779,-0.00153070116730392,"Success",""
850,2,7,119.912211179733,30,5612.10507738145,5685.72140656618,0.671714929455024,0.0227378554986914,0.253490710841487,0.189999640406932,,,,,,-0.818256784442557,0.188104413286187,0.254186528686626,-0.279599923202184,-0.142871556037629,0.695295675170651,0.473088507106009,-0.00600917323165643,0.00539666279675386,0.00268691138221953,-0.00558276261534112,"Success",""
851,4,3,93.182089805603,18,5638.65260966598,5702.45342829275,0.0554426719019622,0.0227927003101133,0.27772137367105,-0.0196595595892314,-0.0281823890902985,-0.116549097348483,,,,-0.053355112079255,0.140211227216892,0.781016543410159,,,,,-0.00439449837522283,0.00447635690101758,0.0018704120966122,-0.00393866293701532,"Success",""
852,2,1,63.5419836044312,11,5656.33015146134,5700.49994897218,0.0142659679655249,0.0276446478135336,0.216927109342386,-0.149782723784257,,,,,,0.92835589636704,,,,,,,-0.00202676101224672,0.00204433060151399,0.00105278846037254,-0.00137995605130486,"Success",""
853,3,1,41.5844323635101,13,5444.77739910596,5493.85495189579,0.0132047573044905,0.0278698523074486,0.158040331632189,-0.0298047459673539,-0.0939700589149001,,,,,0.961693370443678,,,,,,,-0.00137627966379078,0.00140262627122875,0.000525518190746921,-0.00141277086496333,"Success",""
854,2,1,44.7443237304688,14,5516.71114023606,5560.8809377469,0.00466780981713892,0.0303524292626179,0.202639873346965,-0.131685977055455,,,,,,0.927320644464892,,,,,,,-0.000525829389105039,0.000518267452671428,1e-04,1e-04,"Success",""
855,2,1,97.4890828132629,11,5753.70226800957,5797.87206552041,0.0198457963422759,0.0311562292312792,0.225051881369421,-0.170653023372876,,,,,,0.939668644086054,,,,,,,-0.0010488332411343,0.00106740565918176,0.000591396427843202,-0.00152530062514833,"Success",""
856,1,1,32.9989101886749,9,5656.47451995293,5695.73656218479,0.0134728061565117,0.0158345936983817,0.0874926057648017,,,,,,,0.908764384765817,,,,,,,-0.00114715702341501,0.00117401753017236,0.000190714582299432,-0.00140424081431547,"Success",""
857,4,2,86.189085483551,23,5600.65857920522,5659.551642553,0.0107093724076031,0.0325990043591954,0.23858295588712,0.130202219680096,-0.16601753996316,-0.0974957330095633,,,,-0.0459290074713732,0.937395640408819,,,,,,-0.00178906548963757,0.00178792446477128,0.000776727146941256,-0.000836210048087623,"Success",""
