"method"     , "total_sims", "successful_fits", "mean_p", "median_p", "sd_p"           , "mean_q", "median_q", "sd_q"           , "mean_time_secs", "median_time_secs", "sd_time_secs"   , "mean_models_tested", "median_models_tested", "sd_models_tested", "failure_count", "mean_intercept", "mean_sigmasq"
"grid_search",            5,                 5,      0.8,          1, 0.836660026534076,      0.2,          0, 0.447213595499958, 42.3887895584107,   37.6533069610596, 15.5593233054309 ,                   21,                     21,   0               ,               0, 5.57817728571508, 0.0312589592877926
"stepwise"   ,            5,                 5,      0.8,          1, 0.836660026534076,      0.2,          0, 0.447213595499958, 11.2436222553253,   13.2341170310974,  5.88792798395692,                    7,                      7,   2.44948974278318,               0, 5.57817728571508, 0.0312589592877926
