"total_sims_processed", "successful_fits", "mean_p", "median_p", "sd_p"           , "mean_q", "median_q", "sd_q"          , "mean_time_secs", "median_time_secs", "sd_time_secs"  , "mean_models_tested", "median_models_tested", "sd_models_tested", "failure_count", "mean_intercept"  , "mean_sigmasq"
                  1000,              1000,     2.16,          2, 0.933419129475752,    3.128,          3, 2.16339924570022, 248.458235921383,   202.599272489548, 157.686340364067,               17.325,                     16,   6.36269273648028,               0, 0.0632121838644338, 0.0252567771235553
